100,59,15,4,0,104,72,11,4,1,104,60,11,4,2,-25.69596,1030.0
100,58,7,3,0,100,72,11,3,1,100,49,7,8,2,-28.91819,1030.0
72,90,11,7,0,100,72,11,4,1,68,100,11,3,2,-70.41818,1030.0
96,80,15,3,1,96,72,15,3,0,68,88,15,10,2,-81.58486,683.0
92,60,19,9,0,72,80,15,3,1,92,43,15,16,2,-57.08485,682.0
92,59,19,13,0,92,80,15,3,1,92,42,15,16,2,-18.69596,682.0
92,80,15,6,1,92,64,15,4,0,92,44,15,15,2,-44.08485,682.0
92,59,15,3,0,92,80,15,4,1,92,42,15,16,2,-52.69596,682.0
84,64,23,4,0,76,80,31,3,1,92,43,15,15,2,-79.86263,682.0
92,59,19,6,0,92,80,15,7,1,92,42,15,16,2,-31.86263,682.0
92,80,15,3,1,92,67,19,6,0,88,67,7,4,2,-45.0293,682.0
92,66,19,6,0,96,80,11,4,1,92,41,15,16,2,-21.41819,662.0
92,42,19,17,0,80,80,31,3,1,92,42,19,15,2,-54.19596,661.0
32,67,31,3,1,44,72,19,5,0,12,1,31,5,2,-97.14042,661.0
92,60,19,9,0,96,81,15,3,1,92,41,19,17,2,-23.80707,661.0
92,60,15,8,0,96,80,15,3,1,92,42,19,17,2,-25.64041,661.0
88,67,23,4,0,92,60,15,5,1,92,42,19,17,2,-47.25152,661.0
88,59,23,14,0,96,80,15,3,1,92,42,19,17,2,-34.08485,661.0
84,60,27,9,0,96,80,15,3,1,92,44,19,15,2,-36.19596,661.0
92,59,15,6,0,96,80,11,3,1,92,42,19,17,2,-30.5293,661.0
92,61,19,7,0,96,80,15,4,1,92,42,19,17,2,-28.25152,661.0
92,60,19,6,0,96,80,11,3,1,92,42,19,17,2,-30.47374,661.0
84,60,27,9,0,96,80,15,3,1,92,42,19,17,2,-36.19596,661.0
92,59,19,8,0,96,80,11,6,1,92,42,19,17,2,-38.47374,647.0
96,80,11,7,1,92,65,15,4,0,92,41,15,17,2,-42.19596,645.0
92,64,23,5,0,92,80,15,6,1,92,41,15,18,2,-35.5293,645.0
88,63,23,6,0,92,80,19,5,1,92,41,15,18,2,-32.25152,645.0
84,59,27,15,0,96,80,15,3,1,92,41,19,18,2,-33.97374,645.0
92,66,19,3,0,96,80,15,4,1,92,41,15,17,2,-32.86263,645.0
92,60,15,3,0,92,80,19,5,1,92,41,15,17,2,-57.97374,645.0
92,80,19,5,1,92,62,19,6,0,92,40,19,18,2,-75.30708,645.0
92,59,19,9,0,92,80,15,4,1,92,42,15,17,2,-32.41818,645.0
92,60,19,9,0,88,68,23,4,1,64,80,23,5,2,-77.97374,635.0
92,63,15,4,0,84,68,11,3,1,92,40,15,18,2,-32.91818,634.0
92,59,19,13,0,92,80,15,4,1,92,40,15,19,2,-19.08485,634.0
88,59,23,14,0,92,80,15,4,1,92,59,19,9,2,-33.36263,634.0
92,60,19,10,0,92,80,15,3,1,92,40,15,19,2,-18.69596,634.0
88,59,23,14,0,92,80,15,4,1,92,40,15,19,2,-24.47374,634.0
76,59,35,13,0,92,80,15,4,1,80,59,31,11,2,-59.97374,634.0
80,60,31,12,0,92,80,15,5,1,92,40,15,19,2,-46.25152,634.0
92,80,19,7,1,92,67,19,5,0,92,59,15,6,2,-24.25152,634.0
92,69,19,5,0,92,80,15,7,1,72,89,7,5,2,-76.86263,634.0
92,80,15,5,1,84,59,27,9,0,68,80,19,13,2,-90.86264,634.0
88,65,19,4,0,88,80,19,7,1,84,40,19,19,2,-50.91819,583.0
96,60,19,8,0,96,80,15,6,1,96,42,15,16,2,-24.08485,581.0
96,39,15,20,0,72,88,11,-3,1,96,50,15,9,2,-73.19596,581.0
96,64,15,4,0,96,80,15,6,1,88,69,11,3,2,-26.5293,581.0
96,80,15,5,1,88,60,27,15,0,96,39,19,20,2,-98.19596,581.0
96,62,15,3,0,88,69,11,3,1,96,39,15,10,2,-25.5293,581.0
96,59,19,11,0,96,80,15,4,1,96,39,15,18,2,-29.58485,581.0
88,59,27,10,0,96,80,15,6,1,96,39,15,20,2,-45.41818,581.0
96,59,19,15,0,96,80,19,8,1,96,47,15,9,2,-21.14041,581.0
96,60,19,7,0,96,80,15,7,1,96,39,15,19,2,-27.58485,581.0
96,80,19,6,1,96,68,23,5,0,84,68,15,3,2,-42.5293,581.0
96,61,15,5,0,96,80,15,8,1,96,39,15,20,2,-32.86263,581.0
96,59,15,4,0,96,39,15,46,1,96,49,19,10,2,-37.86263,567.0
92,80,19,10,1,92,61,19,6,0,92,38,19,12,2,-46.36263,566.0
