307,posdora,578,291,1600
407,posdora,578,291,1600
522,posdora,578,290,1600
623,posdora,577,291,1600
724,posdora,579,290,1600
825,posdora,577,290,1600
879,pose,600.0,300.0,0.0
926,posdora,577,291,1600
1027,posdora,579,291,1600
1128,posdora,578,290,1600
1229,posdora,578,291,1600
1330,posdora,578,292,1600
1432,posdora,578,291,1600
1533,posdora,578,291,1600
1619,pose,600.0,300.0,0.0
1634,posdora,577,289,1640
1735,posdora,577,290,1640
1836,posdora,579,290,1640
1937,posdora,577,291,1640
2038,posdora,577,291,1640
2139,posdora,579,289,1640
2240,posdora,577,290,1640
2342,posdora,578,289,1640
2416,pose,600.0,300.0,0.0
2442,posdora,577,290,1640
2543,posdora,577,291,1640
2645,posdora,578,291,1640
2746,posdora,582,290,1680
2847,posdora,593,290,1760
2948,posdora,602,290,1840
3050,posdora,611,291,1920
3151,posdora,618,292,1960
3252,posdora,629,288,2048
3353,posdora,637,288,2128
3455,posdora,648,288,2208
3556,posdora,655,288,2288
3657,posdora,665,289,2368
3759,posdora,670,291,2418
3860,posdora,682,291,2498
3961,posdora,693,289,2541
4062,posdora,702,291,2662
4164,posdora,713,288,2745
4265,posdora,719,288,2785
4366,posdora,729,289,2865
4468,posdora,737,291,2950
4569,posdora,747,291,3030
4670,posdora,753,291,3070
4771,posdora,752,290,3070
4873,posdora,752,288,3075
4974,posdora,753,291,3075
5057,pose,800.46783,300.0,-0.06405765
5075,posdora,752,289,3075
5176,posdora,752,291,3075
5184,pose,800.46783,300.0,-0.06405765
5278,posdora,752,290,3075
5379,posdora,752,289,3075
5480,posdora,754,289,3075
5581,posdora,752,290,3075
5683,posdora,753,288,3075
5784,posdora,752,290,3075
5885,posdora,752,289,3075
5987,posdora,751,288,3075
6088,posdora,753,289,3075
6098,pose,800.7294,299.99997,-0.22350807
6189,posdora,754,290,3075
6290,posdora,752,288,3075
6391,posdora,752,289,3075
6493,posdora,767,289,3195
6594,posdora,774,290,3238
6695,posdora,784,290,3318
6796,posdora,791,289,3401
6897,posdora,803,288,3481
