0.1,1.5,25.0,10.0,893.8164068952651,270826.37128926534,1194.0707631326159
0.1,1.5,25.0,12.0,909.3956489151967,275546.8816213046,1525.2516376894787
0.1,1.5,25.0,14.0,744.7172033939869,225649.31262837801,1342.6460148804988
0.1,1.5,25.0,16.0,865.5704790057545,262267.8551387436,1224.8826541451867
0.1,1.5,25.0,18.0,851.4249750212161,257981.76743142848,1244.9169586248815
0.1,1.5,25.0,20.0,792.383611504553,240092.23428587953,1302.9378618948858
0.1,1.5,25.0,22.0,884.6047734660075,268035.2463602003,1272.5427941322735
0.1,1.5,25.0,24.0,811.2786020018303,245817.4164065546,1065.3512182173415
0.1,1.5,25.0,26.0,893.7197227382886,270797.07598970144,1131.2355880365988
0.1,1.5,25.0,28.0,752.9207850259074,228134.99786284994,1164.4799653490945
0.1,1.5,30.0,10.0,787.340752639244,238564.2480496909,1176.205209103737
0.1,1.5,30.0,12.0,872.9839030916318,264514.1226367644,1306.7927755493536
0.1,1.5,30.0,14.0,805.9114981817401,244191.18394906723,1205.1394162615406
0.1,1.5,30.0,16.0,715.9817705705287,216942.4764828702,1041.0825730075699
0.1,1.5,30.0,18.0,814.7174074085981,246859.37444480523,1266.283782787018
0.1,1.5,30.0,20.0,773.6397465383959,234412.84320113398,1036.1757583381218
0.1,1.5,30.0,22.0,855.1637044788597,259114.6024570945,1130.2333292595074
0.1,1.5,30.0,24.0,763.9796733041156,231485.84101114704,1042.5121971992055
0.1,1.5,30.0,26.0,903.8726202069562,273873.4039227077,1633.216971758614
0.1,1.5,30.0,28.0,900.0826221288296,272725.0345050354,1261.5988102324347
0.1,1.5,35.0,10.0,827.8809731840423,250847.93487476482,1313.4268263762954
0.1,1.5,35.0,12.0,717.2004156762711,217311.72594991012,926.8177343918966
0.1,1.5,35.0,14.0,844.6888810530455,255940.7309590728,1129.2266788450338
0.1,1.5,35.0,16.0,657.1834651366463,199126.58993640382,953.6894218641173
0.1,1.5,35.0,18.0,779.4549733934138,236174.85693820435,981.8004992803315
0.1,1.5,35.0,20.0,784.9024512677688,237825.44273413395,994.2723980569936
0.1,1.5,35.0,22.0,741.8567015939269,224782.58058295984,1100.8348241104711
0.1,1.5,35.0,24.0,785.5219884168699,238013.1624903116,1039.4479696637227
0.1,1.5,35.0,26.0,688.2951954299214,208553.44421526618,917.6088477810405
0.1,1.5,35.0,28.0,729.3783880306596,221001.65157328986,1062.4083527536318
0.1,1.5,40.0,10.0,663.5943570904082,201069.09019839368,869.5324092018493
0.1,1.5,40.0,12.0,756.9288661078876,229349.44643068995,1143.3001056001783
0.1,1.5,40.0,14.0,847.7100300945139,256856.13911863772,1363.552257981488
0.1,1.5,40.0,16.0,875.8313433823599,265376.89704485505,1253.3946052538895
0.1,1.5,40.0,18.0,898.1704091614552,272145.6339759209,1225.836280285051
0.1,1.5,40.0,20.0,837.9098657130075,253886.6893110413,1387.7227075096982
0.1,1.5,40.0,22.0,737.942222810729,223596.49351165092,1022.7779823534751
0.1,1.5,40.0,24.0,855.9676870298023,259358.20917003008,1028.1366176722986
0.1,1.5,40.0,26.0,816.2730256146447,247330.72676123734,1221.3337512319165
