304,posdora,507,306,1600
415,posdora,507,307,1600
516,posdora,509,304,1640
617,posdora,507,306,1640
718,posdora,508,307,1640
819,posdora,508,306,1640
888,pose,600.0,300.0,0.0
920,posdora,507,304,1640
1021,posdora,507,306,1640
1122,posdora,509,306,1640
1223,posdora,508,306,1640
1325,posdora,508,307,1640
1426,posdora,509,307,1640
1527,posdora,508,305,1640
1628,posdora,507,305,1640
1729,posdora,508,306,1640
1830,posdora,508,305,1640
1932,posdora,508,306,1640
2033,posdora,508,306,1640
2134,posdora,507,306,1640
2236,posdora,509,305,1640
2336,posdora,509,307,1640
2437,posdora,508,306,1640
2538,posdora,507,306,1640
2639,posdora,507,308,1640
2743,posdora,508,305,1640
2844,posdora,508,304,1640
2945,posdora,507,305,1640
3046,posdora,508,304,1640
3147,posdora,507,307,1640
3249,posdora,508,306,1640
3350,posdora,508,305,1640
3451,posdora,508,305,1640
3553,posdora,509,307,1640
3654,posdora,507,307,1640
3755,posdora,508,307,1640
3856,posdora,508,304,1640
3957,posdora,508,305,1640
4058,posdora,507,307,1640
4159,posdora,509,306,1640
4260,posdora,507,306,1640
4361,posdora,507,305,1640
4462,posdora,508,305,1640
4563,posdora,508,305,1640
4664,posdora,508,305,1640
4765,posdora,508,305,1640
4867,posdora,508,304,1640
4968,posdora,509,304,1640
5069,posdora,508,305,1640
5170,posdora,506,307,1640
5272,posdora,509,306,1640
5373,posdora,508,306,1640
5474,posdora,508,306,1640
5575,posdora,509,305,1640
5676,posdora,508,306,1640
5777,posdora,507,306,1640
5878,posdora,509,307,1640
5979,posdora,507,306,1640
6081,posdora,509,304,1640
6182,posdora,508,305,1640
6283,posdora,509,305,1640
6384,posdora,507,306,1640
6485,posdora,508,306,1640
6587,posdora,508,305,1640
6688,posdora,508,305,1640
6789,posdora,508,306,1640
6890,posdora,509,304,1640
6991,posdora,508,307,1640
7092,posdora,508,306,1640
7193,posdora,508,306,1640
7295,posdora,508,305,1640
7396,posdora,509,304,1640
7497,posdora,508,305,1640
7598,posdora,507,307,1640
7699,posdora,508,307,1640
7800,posdora,508,305,1640
7901,posdora,507,307,1640
8002,posdora,510,307,1680
8104,posdora,509,304,1680
8204,posdora,509,304,1680
8305,posdora,508,307,1680
8407,posdora,508,306,1680
8508,posdora,508,304,1680
8609,posdora,509,306,1680
8709,posdora,508,305,1680
8810,posdora,508,304,1680
8866,pose,600.0,300.0,0.0
8911,posdora,507,306,1680
9012,posdora,507,306,1680
9113,posdora,509,306,1680
9214,posdora,508,306,1680
9315,posdora,509,305,1680
9417,posdora,509,306,1680
9518,posdora,507,305,1680
9619,posdora,508,306,1680
9720,posdora,507,307,1680
9821,posdora,508,305,1680
9922,posdora,508,306,1680
10023,posdora,510,304,1681
10125,posdora,511,302,1681
10226,posdora,510,303,1681
10327,posdora,511,305,1681
10429,posdora,510,303,1681
10494,pose,602.6161,300.0,2.7941487
10529,posdora,510,302,1681
10630,posdora,512,300,1681
10731,posdora,511,305,1681
10832,posdora,510,302,1681
10933,posdora,512,302,1681
11034,posdora,514,302,1681
11136,posdora,525,303,1801
11237,posdora,534,301,1841
11338,posdora,545,300,1961
11438,posdora,552,302,2001
11539,posdora,566,301,2121
11640,posdora,573,300,2161
11741,posdora,580,301,2241
11842,posdora,590,301,2321
11943,posdora,600,299,2439
12044,posdora,609,302,2481
12145,posdora,619,300,2561
12246,posdora,631,297,2684
12347,posdora,638,298,2724
12448,posdora,650,298,2844
12550,posdora,658,299,2884
12651,posdora,669,299,2964
12752,posdora,676,300,3054
12853,posdora,691,297,3176
12955,posdora,695,299,3216
13056,posdora,696,299,3216
13157,posdora,696,299,3216
13257,posdora,695,299,3216
13347,pose,797.49176,309.70593,2.5740714
13359,posdora,696,298,3216
13459,pose,797.49176,309.70593,2.5740714
13460,posdora,697,299,3216
13561,posdora,695,295,3216
13662,posdora,697,298,3216
13764,posdora,695,299,3216
13865,posdora,697,298,3216
13966,posdora,695,300,3220
14067,posdora,695,299,3220
14169,posdora,696,297,3220
14270,posdora,696,298,3220
14371,posdora,696,299,3220
14472,posdora,694,301,3220
14573,posdora,692,301,3220
14675,posdora,694,302,3220
14776,posdora,694,300,3220
14828,pose,797.47217,309.70496,-3.0066998
14878,posdora,695,301,3220
14978,posdora,695,300,3220
15079,posdora,692,302,3220
15180,posdora,693,302,3220
15281,posdora,694,302,3220
15382,posdora,706,301,3300
15483,posdora,714,301,3340
15584,posdora,724,299,3423
15686,posdora,737,299,3543
15786,posdora,743,298,3583
15887,posdora,754,297,3663
15989,posdora,763,298,3743
16090,posdora,772,295,3823
16190,posdora,783,294,3941
16292,posdora,791,296,4023
16393,posdora,800,292,4105
16493,posdora,812,292,4185
16594,posdora,820,291,4265
16695,posdora,832,291,4345
16796,posdora,838,290,4385
16897,posdora,849,289,4503
16998,posdora,858,290,4585
17099,posdora,869,287,4667
17200,posdora,875,286,4747
17302,posdora,883,286,4787
17403,posdora,885,285,4827
17504,posdora,884,285,4827
17605,posdora,884,283,4827
17706,posdora,885,285,4827
17807,posdora,883,286,4827
17854,pose,1000.6946,298.99622,-2.9103363
17908,posdora,883,286,4827
17947,pose,1000.6946,298.99622,-2.9103363
18010,posdora,884,285,4827
18111,posdora,883,284,4867
18212,posdora,884,284,4867
18313,posdora,884,285,4867
18414,posdora,883,286,4867
18514,posdora,884,285,4867
18615,posdora,885,284,4868
18717,posdora,884,284,4868
18818,posdora,885,285,4868
