0.3,10,20,735.8564600880426
0.3,10,50,580.4615966269805
0.3,10,100,595.4274677296173
0.3,10,200,508.9414659293286
0.3,10,500,482.66963752451
0.5,10,20,612.1146670885444
0.5,10,50,580.1400764858946
0.5,10,100,518.5800628936566
0.5,10,200,486.64936172273525
0.5,10,500,480.843472817627
0.7,10,20,670.9308068978355
0.7,10,50,552.9842751679195
0.7,10,100,516.0825521452003
0.7,10,200,474.5329467828126
0.7,10,500,468.8193105438891
0.9,10,20,582.8302548357666
0.9,10,50,581.8596974667582
0.9,10,100,486.6412247206835
0.9,10,200,481.43822128315105
0.9,10,500,453.5151762206326
0.3,50,20,1099.8462804157984
0.3,50,50,665.5189573577153
0.3,50,100,520.743618722581
0.3,50,200,570.3467624156802
0.3,50,500,487.7393535543969
0.5,50,20,932.4066354871895
0.5,50,50,564.4734615365965
0.5,50,100,536.234831074664
0.5,50,200,484.12850992010686
0.5,50,500,465.30157258821674
0.7,50,20,697.2658183107951
0.7,50,50,585.6574649264949
0.7,50,100,508.8361408804716
0.7,50,200,519.7215245341303
0.7,50,500,469.0204955371443
0.9,50,20,754.7596130038974
0.9,50,50,605.0480873818586
0.9,50,100,594.6181033732654
0.9,50,200,469.65013934250646
0.9,50,500,464.16635019347177
0.3,100,20,721.539585263333
0.3,100,50,641.003211275744
0.3,100,100,585.4452909016538
0.3,100,200,534.4570060288988
0.3,100,500,502.2108680640284
0.5,100,20,772.0120604952882
0.5,100,50,598.7622068115969
0.5,100,100,546.3224678877373
0.5,100,200,524.657397834519
0.5,100,500,472.60726953380293
0.7,100,20,909.1174715364402
0.7,100,50,603.1652472783284
0.7,100,100,603.4326896954103
0.7,100,200,571.8076080095357
0.7,100,500,463.76109501085034
0.9,100,20,654.2348121979333
0.9,100,50,587.5394755870493
0.9,100,100,534.6236715675226
0.9,100,200,506.2098235914825
0.9,100,500,469.64244139794073
0.3,200,20,894.5494963884794
0.3,200,50,696.1185496141117
0.3,200,100,672.1314611482221
0.3,200,200,514.4571285395768
0.3,200,500,477.350082270612
0.5,200,20,738.1717196070406
0.5,200,50,661.2395210189521
0.5,200,100,597.2198884755416
0.5,200,200,537.7649041446069
0.5,200,500,484.7951167431663
0.7,200,20,759.5343212711172
0.7,200,50,646.3775467612518
0.7,200,100,584.5605367951387
0.7,200,200,540.7399708238327
0.7,200,500,460.1207376951501
0.9,200,20,821.4471649884327
0.9,200,50,616.5938939326533
0.9,200,100,545.5520213195379
0.9,200,200,500.33572702502545
0.9,200,500,464.9980991897148
0.3,1000,20,878.7920674559758
0.3,1000,50,688.6805001151639
0.3,1000,100,603.1645394236742
0.3,1000,200,542.2822628673819
0.3,1000,500,482.38113993658334
0.5,1000,20,729.2439139761132
0.5,1000,50,637.598216219135
0.5,1000,100,534.060138942759
0.5,1000,200,552.0174353047698
0.5,1000,500,480.5762890449528
0.7,1000,20,724.0319301293771
0.7,1000,50,691.4476869246494
0.7,1000,100,590.3185777339254
0.7,1000,200,553.013749416232
0.7,1000,500,460.2677752547166
0.9,1000,20,992.5135828165783
0.9,1000,50,607.233525264468
0.9,1000,100,626.9786656363972
0.9,1000,200,508.67030539707065
0.9,1000,500,457.70055675815547
