309,posdora,478,309,1600
410,posdora,478,310,1640
528,posdora,477,307,1680
629,posdora,478,310,1680
657,pose,600.0,300.0,0.0
730,posdora,479,308,1680
831,posdora,479,308,1680
932,posdora,478,307,1680
1032,posdora,477,309,1680
1133,posdora,478,310,1680
1234,posdora,481,307,1680
1301,pose,600.0,300.0,0.0
1335,posdora,477,307,1680
1436,posdora,478,310,1680
1537,posdora,479,310,1680
1638,posdora,478,308,1680
1739,posdora,476,308,1680
1840,posdora,477,310,1680
1941,posdora,479,306,1680
2042,posdora,477,308,1680
2091,pose,600.0,300.0,0.0
2143,posdora,476,308,1680
2244,posdora,480,306,1680
2345,posdora,477,310,1680
2446,posdora,483,303,1720
2547,posdora,493,306,1800
2648,posdora,506,307,1920
2748,posdora,513,306,1960
2849,posdora,520,303,2046
2950,posdora,531,301,2126
3051,posdora,539,303,2166
3152,posdora,546,302,2246
3253,posdora,559,303,2326
3353,posdora,566,301,2406
3454,posdora,576,298,2524
3555,posdora,585,299,2604
3656,posdora,599,296,2684
3756,posdora,605,297,2764
3857,posdora,617,293,2882
3958,posdora,624,296,2924
4059,posdora,633,294,3005
4160,posdora,645,292,3085
4261,posdora,650,293,3165
4362,posdora,659,292,3205
4463,posdora,661,292,3245
4558,pose,800.1194,300.0,-0.06185532
4564,posdora,661,291,3245
4665,posdora,661,292,3245
4766,posdora,659,292,3245
4768,pose,800.1194,300.0,-0.06185532
4867,posdora,660,292,3245
4968,posdora,660,293,3245
5069,posdora,661,292,3245
5114,pose,800.38116,299.99973,0.09278388
5170,posdora,657,292,3245
5271,posdora,661,290,3245
5372,posdora,661,291,3245
5472,posdora,660,293,3245
5573,posdora,674,288,3363
5674,posdora,683,289,3443
5775,posdora,693,289,3523
5876,posdora,702,286,3603
5977,posdora,711,288,3683
6078,posdora,717,292,3733
6178,posdora,730,287,3854
6280,posdora,737,288,3894
6381,posdora,747,286,3974
6482,posdora,757,288,4054
6582,posdora,768,283,4172
6683,posdora,778,284,4252
6784,posdora,788,281,4332
6885,posdora,798,283,4412
6986,posdora,806,283,4492
7087,posdora,815,280,4572
7187,posdora,824,280,4612
7288,posdora,836,276,4769
7389,posdora,841,282,4812
7490,posdora,847,281,4852
7591,posdora,846,281,4852
7623,pose,1000.2397,300.32336,0.18492407
7692,posdora,849,279,4854
7793,posdora,846,280,4854
7835,pose,1000.2397,300.32336,0.18492407
7894,posdora,847,279,4854
7994,posdora,846,281,4854
8095,posdora,846,282,4854
8180,pose,1000.2397,300.32336,0.18492407
8196,posdora,848,280,4854
8297,posdora,846,281,4854
8398,posdora,847,281,4854
8499,posdora,849,281,4854
8600,posdora,861,279,4934
8701,posdora,869,280,5014
8802,posdora,879,279,5098
8904,posdora,886,279,5178
9005,posdora,897,279,5258
9105,posdora,903,280,5304
9206,posdora,915,275,5425
9307,posdora,921,275,5465
9408,posdora,935,275,5585
9508,posdora,945,274,5703
9609,posdora,953,276,5745
9710,posdora,961,274,5826
