0.14,1.35,12.5,5.0,155944.93540278307
0.13,1.35,12.5,5.0,157963.6848608439
0.120000005,1.35,12.5,5.0,129321.5659130803
0.11,1.35,12.5,5.0,162879.69826112012
0.07,1.35,12.5,5.0,173855.0914469382
0.05,1.35,12.5,5.0,169851.9069181217
0.060000002,1.35,12.5,5.0,161862.44171031675
0.08,1.35,12.5,5.0,150046.7812949129
0.09,1.35,12.5,5.0,177840.36506329698
0.1,1.35,12.5,5.0,148369.69101860264
0.14,1.2,12.5,5.0,182353.8984727545
0.13,1.2,12.5,5.0,126201.2240181045
0.120000005,1.2,12.5,5.0,171357.59755432652
0.11,1.2,12.5,5.0,146731.03975451228
0.07,1.2,12.5,5.0,165706.708466112
0.05,1.2,12.5,5.0,177537.65406197685
0.060000002,1.2,12.5,5.0,185275.546397439
0.08,1.2,12.5,5.0,181681.47004164127
0.09,1.2,12.5,5.0,171461.94497723426
0.1,1.2,12.5,5.0,156598.21089701602
0.14,1.05,12.5,5.0,171136.48426913255
0.13,1.05,12.5,5.0,152886.49440289277
0.120000005,1.05,12.5,5.0,169135.03816077625
0.11,1.05,12.5,5.0,150907.92585818775
0.07,1.05,12.5,5.0,168802.51505730327
0.05,1.05,12.5,5.0,173949.64054723072
0.060000002,1.05,12.5,5.0,193190.3572412158
0.08,1.05,12.5,5.0,168583.3696919879
0.09,1.05,12.5,5.0,202786.99670168175
0.1,1.05,12.5,5.0,189460.81805970526
0.14,1.65,12.5,5.0,125330.14654682846
0.13,1.65,12.5,5.0,174920.74399183015
0.120000005,1.65,12.5,5.0,158601.2350143583
0.11,1.65,12.5,5.0,104963.4188306479
0.07,1.65,12.5,5.0,165869.3571411496
0.060000002,1.65,12.5,5.0,165976.57015668947
0.05,1.65,12.5,5.0,116194.14461011619
0.08,1.65,12.5,5.0,208735.2744491212
0.09,1.65,12.5,5.0,131977.22327602247
0.1,1.65,12.5,5.0,159020.2731567608
0.14,1.5,12.5,5.0,166029.61017761283
0.13,1.5,12.5,5.0,137536.88258010408
0.120000005,1.5,12.5,5.0,147211.0347597883
0.11,1.5,12.5,5.0,142985.55101945775
0.07,1.5,12.5,5.0,161909.69715291067
0.05,1.5,12.5,5.0,164173.74365038628
0.060000002,1.5,12.5,5.0,174530.50153575788
0.08,1.5,12.5,5.0,122294.34316922509
0.09,1.5,12.5,5.0,179645.93939634296
0.1,1.5,12.5,5.0,143660.02353910936
0.14,2.1,12.5,5.0,162408.5924826812
0.13,2.1,12.5,5.0,164917.19659877956
0.120000005,2.1,12.5,5.0,123452.58596648052
0.11,2.1,12.5,5.0,145979.08944192217
0.07,2.1,12.5,5.0,150209.39580679662
0.060000002,2.1,12.5,5.0,176021.3626418995
0.05,2.1,12.5,5.0,169747.96621147796
0.08,2.1,12.5,5.0,189454.1905421156
0.09,2.1,12.5,5.0,146923.3852228735
0.1,2.1,12.5,5.0,169297.14918291988
0.14,1.95,12.5,5.0,185568.8683029022
0.13,1.95,12.5,5.0,136565.11792986654
0.120000005,1.95,12.5,5.0,158809.97923689254
0.11,1.95,12.5,5.0,141190.918347642
0.07,1.95,12.5,5.0,161128.30171594574
0.060000002,1.95,12.5,5.0,176209.57671578776
0.05,1.95,12.5,5.0,171328.58923293988
0.08,1.95,12.5,5.0,170079.70688319183
0.09,1.95,12.5,5.0,155725.50481500634
0.1,1.95,12.5,5.0,164977.76094215305
0.14,1.8,12.5,5.0,146407.33520321365
0.13,1.8,12.5,5.0,150711.66075302934
0.120000005,1.8,12.5,5.0,114069.41580140145
0.11,1.8,12.5,5.0,153982.44750185526
0.07,1.8,12.5,5.0,157735.72718386992
0.060000002,1.8,12.5,5.0,182695.24343753696
0.05,1.8,12.5,5.0,180149.5513751704
0.08,1.8,12.5,5.0,134082.85939059206
0.09,1.8,12.5,5.0,135212.60057520238
0.1,1.8,12.5,5.0,168753.34073475405
0.14,0.75,12.5,5.0,165078.12445746828
0.13,0.75,12.5,5.0,146031.27074272887
0.120000005,0.75,12.5,5.0,163019.2907284803
0.08,0.75,12.5,5.0,178322.25290671817
0.07,0.75,12.5,5.0,171055.93135010544
0.05,0.75,12.5,5.0,177788.0136651865
0.060000002,0.75,12.5,5.0,193533.46141733872
0.09,0.75,12.5,5.0,176369.87857189905
0.1,0.75,12.5,5.0,144336.34410437208
0.11,0.75,12.5,5.0,155623.37633882734
0.14,0.9,12.5,5.0,142551.72910950222
0.13,0.9,12.5,5.0,147196.91294973655
0.120000005,0.9,12.5,5.0,153886.77743408026
0.07,0.9,12.5,5.0,181419.22052241984
0.05,0.9,12.5,5.0,172265.91433874
0.060000002,0.9,12.5,5.0,169772.5134942765
0.08,0.9,12.5,5.0,141700.6099084701
0.09,0.9,12.5,5.0,140129.8402786136
0.1,0.9,12.5,5.0,180136.86598767835
0.11,0.9,12.5,5.0,160843.48113028822
0.14,1.65,12.5,6.0,149954.60384630435
0.13,1.65,12.5,6.0,161366.89272030955
0.120000005,1.65,12.5,6.0,139995.65182202062
0.11,1.65,12.5,6.0,140316.30144062897
0.07,1.65,12.5,6.0,175291.19138495243
0.060000002,1.65,12.5,6.0,151259.67244414112
0.05,1.65,12.5,6.0,164274.5589899117
0.08,1.65,12.5,6.0,121727.44298541184
0.09,1.65,12.5,6.0,170337.39698406632
0.1,1.65,12.5,6.0,163213.71365902395
0.14,1.5,12.5,6.0,134993.64288671574
0.13,1.5,12.5,6.0,123475.79753683483
0.120000005,1.5,12.5,6.0,171953.20105028013
0.11,1.5,12.5,6.0,162321.1627139412
0.07,1.5,12.5,6.0,155689.16526836503
0.05,1.5,12.5,6.0,149436.5768147752
0.060000002,1.5,12.5,6.0,174260.89531847544
0.08,1.5,12.5,6.0,159937.805238724
0.09,1.5,12.5,6.0,196009.32714106538
0.1,1.5,12.5,6.0,180078.04371006144
0.14,2.1,12.5,6.0,122758.0246776934
0.13,2.1,12.5,6.0,139561.39791214422
0.120000005,2.1,12.5,6.0,109508.690030232
0.11,2.1,12.5,6.0,163727.3586035106
0.07,2.1,12.5,6.0,145691.98962866917
0.060000002,2.1,12.5,6.0,161429.27702301776
0.05,2.1,12.5,6.0,171338.70173809305
0.08,2.1,12.5,6.0,143393.51947866028
