0.1,1.5,25.0,10.0,793.0015239618297,240279.46176043438,1212.22427820194
0.1,1.5,25.0,12.0,707.31239897542,214315.65688955228,1050.7132915645973
0.1,1.5,25.0,14.0,779.9333353709201,236319.8006173888,1116.4200915470105
0.1,1.5,25.0,16.0,830.8798719186406,251756.60119134808,1340.8695473426849
0.1,1.5,25.0,18.0,823.0363527107402,249380.01487135427,1085.1485177735706
0.1,1.5,25.0,20.0,804.597665215189,243793.09256020226,1196.3742013755782
0.1,1.5,25.0,22.0,888.9672563092604,269357.0786617059,1373.41031889665
0.1,1.5,25.0,24.0,898.2602740144816,272172.86302638793,1386.345941637822
0.1,1.5,25.0,26.0,822.9399436503559,249350.80292605783,1147.1302829533472
0.1,1.5,25.0,28.0,822.6156836374399,249252.5521421443,1380.5056124085038
0.1,1.5,30.0,10.0,828.2060476950418,250946.43245159765,1361.7579753372568
0.1,1.5,30.0,12.0,844.9637986502124,256024.03099101436,1125.503265303016
0.1,1.5,30.0,14.0,835.0579522687797,253022.55953744025,1133.7534223244343
0.1,1.5,30.0,16.0,854.009773807892,258764.96146379126,1124.095400811384
0.1,1.5,30.0,18.0,875.5781165062426,265300.1693013915,1038.5157019337253
0.1,1.5,30.0,20.0,732.7544740192989,222024.60562784757,1001.0583462647521
0.1,1.5,30.0,22.0,717.5147540781783,217406.970485688,1095.7985716090443
0.1,1.5,30.0,24.0,801.231839024604,242773.24722445503,1036.9800558511674
0.1,1.5,30.0,26.0,777.8453268504844,235687.13403569677,1317.616824411941
0.1,1.5,30.0,28.0,772.7017707155779,234128.6365268201,1220.9343552500923
0.1,1.5,35.0,10.0,748.3486375809667,226749.63718703293,1023.1420820437619
0.1,1.5,35.0,12.0,797.8864039362243,241759.58039267594,1242.8942013321653
0.1,1.5,35.0,14.0,737.3557096269326,223418.78001696058,1043.2781736921418
0.1,1.5,35.0,16.0,800.7646177016787,242631.67916360867,1226.740238152105
0.1,1.5,35.0,18.0,823.2884051294923,249456.38675423615,1673.6170918246344
0.1,1.5,35.0,20.0,808.9127015068682,245100.54855658105,1043.0289334411484
0.1,1.5,35.0,22.0,728.9774969561983,220880.18157772807,936.5007616520735
0.1,1.5,35.0,24.0,847.5539814137344,256808.85636836154,1203.4647112454736
0.1,1.5,35.0,26.0,736.362258284414,223117.76426017744,915.4450124982137
0.1,1.5,35.0,28.0,880.7836037773253,266877.4319445296,1362.690640743382
0.1,1.5,40.0,10.0,795.9216301291974,241164.25392914683,1076.3703231171767
0.1,1.5,40.0,12.0,735.9982239849031,223007.46186742565,1021.813254222671
0.1,1.5,40.0,14.0,799.6935454700022,242307.14427741067,1076.7221890774306
0.1,1.5,40.0,16.0,779.3134537144543,236131.97647547966,1053.8147585637196
0.1,1.5,40.0,18.0,841.83716041567,255076.65960594802,1053.2290796523832
0.1,1.5,40.0,20.0,806.0237428325005,244225.19407824764,1013.772318382234
0.1,1.5,40.0,22.0,776.1948741947953,235187.04688102298,1087.7492103356342
0.1,1.5,40.0,24.0,825.381592601709,250090.62255831785,1185.3701042786365
0.1,1.5,40.0,26.0,870.46538231448,263751.01084128744,1268.3997846174245
0.1,1.5,40.0,28.0,803.5189052045665,243466.22827698366,1176.2071579671067
0.1,1.5,45.0,10.0,797.1652038293564,241541.056760295,1024.1014175261823
0.1,1.5,45.0,12.0,819.2272855420862,248225.86751925212,1204.200763740311
0.1,1.5,45.0,14.0,824.4494689829696,249808.1891018398,1166.6342518695626
0.1,1.5,45.0,16.0,600.492350301858,181949.18214146298,806.6275025690153
0.1,1.5,45.0,18.0,789.5888606796194,239245.42478592467,1227.5617631005368
0.1,1.5,45.0,20.0,860.6284828743397,260770.43031092494,1096.303124136456
0.1,1.5,45.0,22.0,804.9544434169248,243901.19635532823,1105.9224713180004
0.1,1.5,45.0,24.0,804.2234756028482,243679.713107663,1160.7801870237447
0.1,1.5,45.0,26.0,812.8474692673365,246292.78318800294,1556.3948030537508
0.1,1.5,45.0,28.0,840.7490037509214,254746.9481365292,1489.9075277471459
0.1,1.5,50.0,10.0,714.1062764156309,216374.20175393616,907.723784532264
0.1,1.5,50.0,12.0,806.9096912834245,244493.63645887765,1019.9485201439145
0.1,1.5,50.0,14.0,819.5394914627514,248320.46591321367,1173.923260039586
0.1,1.5,50.0,16.0,808.727300864335,245044.37216189352,1023.9497027401143
0.1,1.5,50.0,18.0,828.5243984561833,251042.89273222355,1103.5660335900236
0.1,1.5,50.0,20.0,868.9481064240773,263291.2762464954,1407.8637481251576
0.1,1.5,50.0,22.0,1007.974286014538,305416.208662405,1407.221541178804
0.1,1.5,50.0,24.0,797.3208032941723,241588.2033981342,1138.185210245409
0.1,1.5,50.0,26.0,702.7415192345003,212930.6803280536,1112.5668478558293
0.1,1.5,50.0,28.0,895.6477295660617,271381.2620585167,1318.0356367114312
0.1,1.5,55.0,10.0,743.3484997090384,225234.5954118386,974.9992112202087
