303,posdora,467,303,1600
405,posdora,466,304,1600
516,posdora,468,305,1640
617,posdora,466,304,1640
651,pose,600.0,300.0,0.0
718,posdora,465,305,1640
819,posdora,465,305,1640
920,posdora,466,305,1640
1020,posdora,465,307,1640
1121,posdora,467,304,1640
1223,posdora,466,304,1640
1284,pose,600.0,300.0,0.0
1324,posdora,467,307,1640
1425,posdora,466,305,1640
1526,posdora,466,303,1640
1627,posdora,466,306,1640
1727,posdora,467,304,1640
1828,posdora,468,302,1640
1929,posdora,466,306,1640
2030,posdora,465,305,1640
2079,pose,600.0,300.0,0.0
2131,posdora,465,308,1640
2233,posdora,466,306,1640
2334,posdora,466,305,1640
2435,posdora,473,301,1680
2536,posdora,482,304,1760
2637,posdora,495,303,1880
2738,posdora,499,302,1880
2839,posdora,510,303,2000
2939,posdora,516,302,2040
3040,posdora,528,301,2120
3141,posdora,535,301,2200
3242,posdora,549,299,2318
3343,posdora,554,300,2360
3444,posdora,567,298,2481
3545,posdora,575,300,2564
3646,posdora,583,297,2606
3747,posdora,592,297,2686
3848,posdora,602,297,2766
3949,posdora,614,295,2846
4050,posdora,622,297,2926
4151,posdora,634,295,3006
4252,posdora,641,295,3086
4353,posdora,650,296,3166
4454,posdora,648,294,3206
4541,pose,800.1194,300.0,-0.06185532
4555,posdora,649,292,3206
4656,posdora,651,294,3207
4758,posdora,649,294,3207
4761,pose,800.1194,300.0,-0.06185532
4858,posdora,650,292,3207
4960,posdora,650,295,3207
5061,posdora,649,290,3207
5093,pose,800.1194,300.0,-0.06185532
5162,posdora,649,295,3207
5263,posdora,648,295,3207
5364,posdora,651,292,3207
5465,posdora,649,295,3207
5566,posdora,664,295,3287
5667,posdora,671,294,3369
5768,posdora,683,294,3449
5868,posdora,691,290,3529
5970,posdora,699,292,3569
6070,posdora,711,290,3689
6171,posdora,718,291,3729
6272,posdora,730,290,3849
6373,posdora,737,289,3928
6474,posdora,749,289,4008
6574,posdora,758,290,4091
6675,posdora,766,288,4173
6776,posdora,775,286,4253
6876,posdora,786,289,4333
6977,posdora,796,289,4413
7078,posdora,806,287,4493
7179,posdora,811,286,4533
7280,posdora,823,286,4613
7380,posdora,830,288,4693
7481,posdora,835,284,4772
7582,posdora,831,286,4772
7615,pose,1000.23865,299.78397,-0.12371064
7683,posdora,835,283,4772
7784,posdora,835,284,4772
7823,pose,1000.23865,299.78397,-0.12371064
7885,posdora,833,288,4772
7986,posdora,834,289,4772
8087,posdora,833,285,4772
8188,posdora,833,287,4773
8240,pose,999.7172,299.7851,0.18427905
8289,posdora,833,287,4773
8390,posdora,835,285,4773
8491,posdora,833,285,4773
8592,posdora,841,286,4813
8693,posdora,857,284,4934
8794,posdora,865,285,5017
8895,posdora,870,286,5057
8995,posdora,883,284,5140
9096,posdora,889,284,5180
9197,posdora,902,284,5300
9298,posdora,909,284,5340
9399,posdora,920,283,5460
9500,posdora,931,282,5540
9601,posdora,938,282,5580
9702,posdora,947,283,5660
9803,posdora,957,283,5740
9904,posdora,963,284,5780
10005,posdora,976,284,5900
10106,posdora,983,282,5940
10206,posdora,994,283,6020
10307,posdora,1003,277,6138
10408,posdora,1016,280,6260
10508,posdora,1020,282,6300
10609,posdora,1019,282,6300
10683,pose,1200.357,300.43042,-0.18556345
10710,posdora,1020,281,6300
10811,posdora,1022,278,6304
10902,pose,1200.357,300.43042,-0.18556345
10912,posdora,1020,281,6304
11013,posdora,1021,280,6304
11114,posdora,1020,280,6304
11216,posdora,1022,281,6304
11241,pose,1199.8357,300.4321,0.12242624
11317,posdora,1020,280,6304
11418,posdora,1021,279,6304
11519,posdora,1020,281,6304
11619,posdora,1020,281,6304
11721,posdora,1037,282,6424
11821,posdora,1045,278,6507
11922,posdora,1055,279,6587
12023,posdora,1063,278,6627
12124,posdora,1072,280,6712
12225,posdora,1081,280,6792
12326,posdora,1091,281,6872
12427,posdora,1096,282,6912
12528,posdora,1110,279,7039
12629,posdora,1122,280,7122
12730,posdora,1128,280,7162
12831,posdora,1143,278,7285
12932,posdora,1146,280,7328
13034,posdora,1158,279,7409
13135,posdora,1164,276,7449
13235,posdora,1176,279,7569
13336,posdora,1185,278,7649
13437,posdora,1193,277,7689
13538,posdora,1203,275,7769
13638,posdora,1203,280,7780
13739,posdora,1201,280,7780
13752,pose,1399.1714,300.85803,0.21392176
13840,posdora,1201,276,7780
13941,posdora,1202,280,7780
13962,pose,1399.1714,300.85803,0.21392176
14042,posdora,1201,279,7780
14143,posdora,1203,278,7780
14244,posdora,1200,281,7780
14345,posdora,1200,280,7780
14370,pose,1399.1714,300.85803,0.21392176
14446,posdora,1201,277,7780
14547,posdora,1200,280,7780
14648,posdora,1201,279,7780
14749,posdora,1210,275,7860
14850,posdora,1219,276,7900
14951,posdora,1226,279,7980
15051,posdora,1238,277,8060
15152,posdora,1249,276,8140
15253,posdora,1255,276,8220
15354,posdora,1267,274,8338
15455,posdora,1274,278,8380
15556,posdora,1282,275,8460
15657,posdora,1293,276,8540
15758,posdora,1301,278,8620
15859,posdora,1312,279,8700
15960,posdora,1322,276,8780
16061,posdora,1329,276,8820
16162,posdora,1340,275,8940
16263,posdora,1349,277,8980
16363,posdora,1359,276,9060
16465,posdora,1365,276,9140
16566,posdora,1381,276,9260
16666,posdora,1384,277,9260
16767,posdora,1386,279,9300
16868,posdora,1387,273,9324
16894,pose,1599.5502,301.60617,-0.0019252449
16969,posdora,1386,274,9324
17070,posdora,1388,275,9324
17110,pose,1599.5502,301.60617,-0.0019252449
17170,posdora,1388,277,9324
17271,posdora,1387,271,9324
17372,posdora,1387,273,9324
17472,posdora,1387,276,9324
17513,pose,1599.2883,301.60617,-0.15656444
17574,posdora,1387,278,9324
17675,posdora,1388,275,9324
17776,posdora,1387,275,9324
17877,posdora,1391,278,9364
17978,posdora,1397,279,9404
18079,posdora,1412,273,9526
18179,posdora,1417,274,9566
18280,posdora,1428,275,9650
18381,posdora,1437,274,9732
18482,posdora,1447,276,9814
18583,posdora,1456,277,9894
18684,posdora,1466,277,9974
18785,posdora,1470,277,10014
18887,posdora,1468,277,10014
18904,pose,1686.285,301.36844,-0.20359966
18988,posdora,1467,274,10014
19088,posdora,1470,276,10014
19189,posdora,1467,278,10014
