0.28,2.7,25.0,10.0,98624.85112899751
0.26,2.7,25.0,10.0,58761.20387800834
0.24000001,2.7,25.0,10.0,78311.2158135679
0.22,2.7,25.0,10.0,79491.55576185076
0.14,2.7,25.0,10.0,71689.15912063209
0.1,2.7,25.0,10.0,108734.98624303611
0.120000005,2.7,25.0,10.0,99957.62845800926
0.16,2.7,25.0,10.0,101527.91939289641
0.18,2.7,25.0,10.0,52133.66374908216
0.2,2.7,25.0,10.0,86732.40873351884
0.28,2.4,25.0,10.0,82550.81082237931
0.26,2.4,25.0,10.0,55875.73968677246
0.24000001,2.4,25.0,10.0,136030.1584682205
0.22,2.4,25.0,10.0,72681.37634008304
0.14,2.4,25.0,10.0,122913.95667050553
0.1,2.4,25.0,10.0,123155.90922336219
0.120000005,2.4,25.0,10.0,75487.29985528302
0.16,2.4,25.0,10.0,105679.26448626579
0.18,2.4,25.0,10.0,85414.6703125446
0.2,2.4,25.0,10.0,98891.98057100548
0.28,2.1,25.0,10.0,76705.26133835218
0.26,2.1,25.0,10.0,57110.69944680925
0.24000001,2.1,25.0,10.0,128750.45172792723
0.22,2.1,25.0,10.0,78314.68029041882
0.14,2.1,25.0,10.0,99950.01640927097
0.1,2.1,25.0,10.0,87207.71357821366
0.120000005,2.1,25.0,10.0,95209.5810041702
0.16,2.1,25.0,10.0,119798.1962218103
0.18,2.1,25.0,10.0,81809.77108602774
0.2,2.1,25.0,10.0,70574.8264217587
0.28,3.3,25.0,10.0,73236.20098551911
0.26,3.3,25.0,10.0,100114.11273309228
0.24000001,3.3,25.0,10.0,75171.81760424265
0.22,3.3,25.0,10.0,61551.159054505886
0.14,3.3,25.0,10.0,60841.699659816964
0.120000005,3.3,25.0,10.0,123019.24081145681
0.1,3.3,25.0,10.0,107512.73483448054
0.16,3.3,25.0,10.0,72715.48393366442
0.18,3.3,25.0,10.0,67106.4204797824
0.2,3.3,25.0,10.0,86924.98384806685
0.28,3.0,25.0,10.0,64500.63708499497
0.26,3.0,25.0,10.0,103309.91010565129
0.24000001,3.0,25.0,10.0,76362.67882795788
0.22,3.0,25.0,10.0,58216.69627706698
0.14,3.0,25.0,10.0,95801.3974394077
0.1,3.0,25.0,10.0,80517.45672146499
0.120000005,3.0,25.0,10.0,69437.07501538594
0.16,3.0,25.0,10.0,50157.85198099856
0.18,3.0,25.0,10.0,86012.74074890524
0.2,3.0,25.0,10.0,98895.40612247029
0.28,4.2,25.0,10.0,63876.86737437116
0.26,4.2,25.0,10.0,45400.86902090468
0.24000001,4.2,25.0,10.0,67284.62380857393
0.22,4.2,25.0,10.0,49587.68819980782
0.14,4.2,25.0,10.0,71280.24029559216
0.120000005,4.2,25.0,10.0,88929.2471067748
0.1,4.2,25.0,10.0,76617.1219316884
0.16,4.2,25.0,10.0,61548.69345983022
0.18,4.2,25.0,10.0,62219.831939660384
0.2,4.2,25.0,10.0,58390.14777543605
0.28,3.9,25.0,10.0,62937.877916584344
0.26,3.9,25.0,10.0,61908.41811772266
0.24000001,3.9,25.0,10.0,72410.38319458833
0.22,3.9,25.0,10.0,48707.335866997964
0.14,3.9,25.0,10.0,64350.043091889864
0.120000005,3.9,25.0,10.0,57966.98238195289
0.1,3.9,25.0,10.0,91643.67611922101
0.16,3.9,25.0,10.0,55352.22464306431
0.18,3.9,25.0,10.0,69858.0236179133
0.2,3.9,25.0,10.0,51157.292989719215
0.28,3.6,25.0,10.0,117155.82120072638
0.26,3.6,25.0,10.0,96354.19046141542
0.24000001,3.6,25.0,10.0,80924.9490102651
0.22,3.6,25.0,10.0,74241.1834888988
0.14,3.6,25.0,10.0,45752.814493458456
0.120000005,3.6,25.0,10.0,93237.46790719422
0.1,3.6,25.0,10.0,112027.20036581757
0.16,3.6,25.0,10.0,54999.188789210064
0.18,3.6,25.0,10.0,67006.49023668106
0.2,3.6,25.0,10.0,98524.15307052685
0.28,1.5,25.0,10.0,112372.12084446529
0.26,1.5,25.0,10.0,97582.06041864252
0.24000001,1.5,25.0,10.0,79455.78995126161
0.16,1.5,25.0,10.0,143605.113222185
0.14,1.5,25.0,10.0,137231.77668620547
0.1,1.5,25.0,10.0,140208.84276081377
0.120000005,1.5,25.0,10.0,151361.6333475926
0.18,1.5,25.0,10.0,142440.17950414927
0.2,1.5,25.0,10.0,107831.81951861264
0.22,1.5,25.0,10.0,95044.35172755968
0.28,1.8,25.0,10.0,92331.34216408311
0.26,1.8,25.0,10.0,61288.8900142361
0.24000001,1.8,25.0,10.0,90983.12837795613
0.14,1.8,25.0,10.0,93242.45364269025
0.1,1.8,25.0,10.0,114177.66824307248
0.120000005,1.8,25.0,10.0,88753.95534338341
0.16,1.8,25.0,10.0,137059.45129546264
0.18,1.8,25.0,10.0,77736.61446669673
0.2,1.8,25.0,10.0,97939.7387934001
0.22,1.8,25.0,10.0,110773.5028572203
0.28,3.3,25.0,12.0,51421.903298326746
0.26,3.3,25.0,12.0,59224.626328701444
0.24000001,3.3,25.0,12.0,53822.3129082026
0.22,3.3,25.0,12.0,76125.84853312229
0.14,3.3,25.0,12.0,71627.73022196931
0.120000005,3.3,25.0,12.0,75479.17557862039
0.1,3.3,25.0,12.0,44176.161795412794
0.16,3.3,25.0,12.0,83312.42602470677
0.18,3.3,25.0,12.0,73695.78808696341
